"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15"
5350304.03,2898.00,0.97,1265.00,645.00,70.00,525.00,20.00,0.00,0.00,1265.00,115.00,260.00,355.00,250.00,280.00
5350304.04,3724.00,0.23,1715.00,615.00,90.00,895.00,90.00,10.00,30.00,1715.00,115.00,465.00,425.00,260.00,455.00
5350304.05,2847.00,0.70,960.00,560.00,55.00,300.00,25.00,10.00,15.00,960.00,100.00,275.00,225.00,170.00,195.00
5350304.06,5807.00,0.75,2485.00,1385.00,60.00,970.00,35.00,0.00,35.00,2490.00,190.00,650.00,685.00,315.00,640.00
5350305.01,4451.00,2.42,1610.00,1055.00,75.00,410.00,35.00,10.00,30.00,1605.00,150.00,480.00,525.00,290.00,160.00
5350305.03,4914.00,0.71,2170.00,1095.00,95.00,820.00,115.00,10.00,35.00,2170.00,210.00,595.00,680.00,385.00,300.00
5350305.04,9133.00,1.00,4780.00,2475.00,145.00,1940.00,175.00,10.00,35.00,4780.00,385.00,1225.00,1505.00,940.00,740.00
5350306.01,4574.00,1.17,1750.00,1055.00,115.00,520.00,35.00,0.00,20.00,1750.00,180.00,560.00,510.00,220.00,275.00
5350306.02,4793.00,1.12,1805.00,1130.00,65.00,490.00,75.00,10.00,30.00,1800.00,210.00,540.00,490.00,320.00,235.00
5350307.03,5039.00,0.11,1755.00,620.00,35.00,905.00,185.00,0.00,10.00,1760.00,180.00,370.00,655.00,355.00,195.00
5350307.04,7035.00,0.15,3015.00,980.00,65.00,1570.00,350.00,10.00,45.00,3020.00,395.00,605.00,980.00,645.00,385.00
5350307.05,3581.00,0.10,1810.00,685.00,45.00,940.00,125.00,10.00,10.00,1805.00,105.00,430.00,580.00,410.00,280.00
5350307.06,5424.00,0.10,2160.00,1010.00,90.00,845.00,195.00,0.00,25.00,2160.00,225.00,460.00,715.00,440.00,320.00
5350307.07,6321.00,1.22,2350.00,1095.00,95.00,1005.00,115.00,10.00,30.00,2355.00,230.00,535.00,785.00,475.00,335.00
5350308.02,4310.00,1.42,1810.00,1100.00,100.00,500.00,60.00,40.00,10.00,1805.00,200.00,515.00,505.00,295.00,300.00
5350308.03,1147.00,0.40,480.00,255.00,15.00,185.00,20.00,0.00,10.00,480.00,40.00,150.00,135.00,100.00,50.00
5350308.04,11479.00,1.09,4610.00,1905.00,160.00,2160.00,325.00,15.00,35.00,4605.00,440.00,1015.00,1560.00,895.00,700.00
5350309.00,6383.00,0.74,3050.00,1130.00,150.00,1655.00,70.00,10.00,40.00,3045.00,260.00,605.00,945.00,560.00,680.00
5350310.01,3512.00,1.42,1545.00,1040.00,50.00,400.00,30.00,0.00,25.00,1540.00,230.00,395.00,450.00,280.00,195.00
5350310.02,5048.00,2.14,2370.00,1245.00,95.00,915.00,95.00,0.00,25.00,2370.00,275.00,570.00,655.00,460.00,410.00
5350311.02,5823.00,0.89,2500.00,1275.00,175.00,885.00,100.00,25.00,40.00,2500.00,320.00,660.00,615.00,325.00,575.00
5350311.03,2651.00,0.80,1265.00,750.00,80.00,385.00,40.00,10.00,0.00,1265.00,120.00,350.00,445.00,125.00,225.00
5350311.04,6552.00,0.96,3025.00,1485.00,135.00,1265.00,100.00,25.00,15.00,3025.00,305.00,820.00,805.00,410.00,680.00
5350311.05,6823.00,0.35,3085.00,1185.00,130.00,1570.00,165.00,35.00,0.00,3085.00,285.00,760.00,800.00,355.00,885.00
5350311.06,5744.00,10.23,2915.00,1250.00,145.00,1300.00,180.00,20.00,20.00,2915.00,335.00,690.00,765.00,390.00,730.00
5350312.02,3448.00,0.52,1330.00,655.00,150.00,435.00,80.00,10.00,0.00,1330.00,175.00,340.00,385.00,125.00,305.00
5350312.03,6420.00,1.49,2585.00,1490.00,190.00,840.00,45.00,10.00,20.00,2590.00,300.00,800.00,590.00,325.00,575.00
5350312.04,5763.00,0.73,1955.00,990.00,195.00,675.00,50.00,15.00,25.00,1950.00,275.00,575.00,500.00,185.00,420.00
5350312.05,3836.00,0.35,1325.00,585.00,115.00,585.00,35.00,10.00,0.00,1325.00,100.00,350.00,340.00,220.00,315.00
5350312.06,3444.00,0.46,1280.00,645.00,115.00,480.00,15.00,10.00,10.00,1280.00,150.00,340.00,370.00,180.00,235.00
5350312.07,3076.00,0.62,1155.00,685.00,65.00,395.00,10.00,0.00,10.00,1150.00,80.00,360.00,315.00,175.00,225.00
5350313.00,5554.00,2.86,2645.00,1535.00,145.00,875.00,45.00,10.00,30.00,2645.00,305.00,710.00,660.00,345.00,625.00
5350314.01,5036.00,0.43,1920.00,1085.00,155.00,635.00,25.00,0.00,10.00,1920.00,200.00,565.00,580.00,185.00,385.00
5350314.02,4955.00,1.07,2140.00,1305.00,205.00,560.00,45.00,10.00,15.00,2140.00,205.00,710.00,600.00,255.00,370.00
5350315.01,3368.00,1.47,1385.00,940.00,95.00,320.00,10.00,10.00,0.00,1385.00,200.00,390.00,275.00,160.00,350.00
5350315.02,3543.00,0.43,1345.00,840.00,130.00,335.00,30.00,0.00,10.00,1340.00,190.00,450.00,360.00,90.00,245.00
5350315.03,5505.00,6.01,2320.00,1445.00,140.00,650.00,55.00,0.00,25.00,2320.00,285.00,680.00,625.00,245.00,490.00
5350316.01,3910.00,1.77,1570.00,1035.00,170.00,300.00,25.00,25.00,15.00,1570.00,225.00,515.00,435.00,125.00,270.00
5350316.03,5888.00,0.40,2175.00,990.00,230.00,810.00,90.00,20.00,25.00,2175.00,245.00,700.00,540.00,250.00,440.00
5350316.04,4275.00,0.47,1355.00,735.00,100.00,465.00,40.00,10.00,10.00,1355.00,195.00,380.00,320.00,175.00,290.00
5350316.05,3992.00,0.41,1500.00,700.00,145.00,570.00,60.00,15.00,15.00,1500.00,175.00,415.00,410.00,185.00,320.00
5350316.06,3672.00,0.41,1310.00,580.00,90.00,575.00,30.00,15.00,20.00,1305.00,115.00,285.00,340.00,140.00,425.00
5350317.02,7347.00,0.43,3110.00,1505.00,155.00,1295.00,110.00,25.00,25.00,3110.00,245.00,740.00,995.00,420.00,710.00
5350317.03,3688.00,1.19,1615.00,925.00,90.00,545.00,40.00,10.00,10.00,1615.00,125.00,450.00,395.00,275.00,375.00
5350317.04,6627.00,0.72,3075.00,1460.00,115.00,1340.00,115.00,15.00,35.00,3075.00,205.00,675.00,890.00,575.00,730.00
5350317.05,2229.00,0.50,1055.00,565.00,40.00,440.00,10.00,0.00,0.00,1055.00,80.00,255.00,290.00,200.00,230.00
5350318.00,8574.00,1.91,3820.00,1575.00,240.00,1785.00,150.00,15.00,50.00,3820.00,370.00,825.00,1160.00,745.00,710.00
5350319.00,4191.00,1.20,1665.00,970.00,45.00,540.00,70.00,10.00,40.00,1665.00,170.00,460.00,415.00,260.00,360.00
5350320.01,5197.00,0.74,2180.00,1035.00,165.00,845.00,110.00,20.00,10.00,2180.00,320.00,540.00,590.00,325.00,405.00
5350320.02,5869.00,0.85,2900.00,1180.00,175.00,1365.00,140.00,10.00,30.00,2900.00,260.00,620.00,835.00,525.00,660.00
5350321.01,3830.00,1.26,1560.00,860.00,105.00,550.00,25.00,0.00,25.00,1560.00,190.00,310.00,490.00,255.00,315.00
5350321.02,4030.00,1.22,1680.00,910.00,80.00,600.00,65.00,10.00,15.00,1680.00,150.00,410.00,525.00,295.00,300.00
5350322.01,4737.00,0.21,2245.00,820.00,55.00,1215.00,130.00,15.00,15.00,2250.00,175.00,510.00,695.00,480.00,390.00
5350322.02,3500.00,1.41,1115.00,655.00,55.00,340.00,50.00,10.00,0.00,1120.00,140.00,270.00,310.00,210.00,190.00
5350323.01,4289.00,1.03,1770.00,1065.00,95.00,520.00,65.00,0.00,20.00,1770.00,220.00,570.00,385.00,235.00,355.00
5350323.02,5367.00,1.85,1760.00,1130.00,80.00,490.00,20.00,10.00,30.00,1760.00,165.00,465.00,525.00,315.00,290.00
5350324.01,3498.00,1.18,1435.00,725.00,65.00,600.00,25.00,0.00,15.00,1435.00,95.00,350.00,410.00,220.00,355.00
5350324.02,6123.00,1.89,2375.00,1405.00,70.00,830.00,45.00,0.00,20.00,2380.00,150.00,600.00,655.00,365.00,600.00
5350324.03,3862.00,2.17,1270.00,760.00,100.00,360.00,40.00,0.00,0.00,1265.00,135.00,420.00,290.00,175.00,245.00
5350324.05,3388.00,0.66,1280.00,725.00,95.00,415.00,40.00,10.00,0.00,1280.00,105.00,375.00,320.00,190.00,295.00
5350324.06,3561.00,0.66,1505.00,805.00,55.00,565.00,55.00,0.00,20.00,1505.00,165.00,385.00,350.00,185.00,425.00
5350330.00,4288.00,2.19,1880.00,1205.00,60.00,520.00,60.00,10.00,35.00,1880.00,225.00,385.00,520.00,325.00,430.00
5350331.01,5629.00,1.52,2285.00,1285.00,115.00,800.00,70.00,0.00,15.00,2285.00,190.00,480.00,575.00,350.00,685.00
5350331.03,6162.00,0.51,1960.00,935.00,105.00,825.00,75.00,0.00,10.00,1955.00,235.00,440.00,445.00,285.00,555.00
5350331.04,3212.00,1.06,1440.00,770.00,70.00,560.00,30.00,0.00,10.00,1435.00,100.00,325.00,340.00,240.00,430.00
5350332.00,7350.00,1.53,2850.00,1360.00,175.00,1185.00,105.00,0.00,30.00,2855.00,275.00,650.00,645.00,500.00,790.00
5350333.00,4695.00,2.40,2030.00,1260.00,75.00,635.00,50.00,10.00,0.00,2030.00,245.00,545.00,525.00,315.00,410.00
5350334.00,3500.00,2.38,1575.00,1020.00,70.00,410.00,45.00,10.00,15.00,1575.00,195.00,465.00,435.00,220.00,255.00
5350335.00,7740.00,2.23,3190.00,1690.00,115.00,1275.00,75.00,15.00,25.00,3190.00,320.00,790.00,765.00,585.00,730.00
5350336.00,6772.00,1.63,3235.00,1755.00,205.00,1130.00,80.00,30.00,30.00,3240.00,420.00,755.00,790.00,620.00,655.00
5350337.01,721.00,0.20,335.00,185.00,0.00,125.00,20.00,0.00,0.00,340.00,55.00,50.00,95.00,45.00,100.00
5350337.02,2155.00,0.62,775.00,425.00,50.00,230.00,30.00,10.00,30.00,775.00,90.00,185.00,200.00,135.00,165.00
5350338.00,5956.00,1.65,2685.00,1585.00,150.00,790.00,100.00,30.00,30.00,2680.00,330.00,655.00,780.00,440.00,480.00
5350339.00,6687.00,1.82,3070.00,1745.00,75.00,935.00,185.00,70.00,50.00,3065.00,375.00,775.00,905.00,510.00,490.00
5350340.00,6771.00,1.28,3025.00,1370.00,135.00,1380.00,105.00,15.00,20.00,3020.00,315.00,690.00,940.00,575.00,510.00
5350341.02,4379.00,0.78,1810.00,700.00,65.00,955.00,60.00,10.00,25.00,1810.00,170.00,350.00,575.00,365.00,355.00
5350341.03,3436.00,0.41,1005.00,275.00,10.00,630.00,75.00,0.00,0.00,1005.00,120.00,175.00,290.00,230.00,185.00
5350341.04,6030.00,0.67,2165.00,820.00,55.00,1140.00,110.00,25.00,25.00,2165.00,240.00,425.00,650.00,385.00,465.00
5350342.00,7561.00,1.23,3490.00,1575.00,160.00,1635.00,85.00,25.00,0.00,3495.00,310.00,690.00,985.00,845.00,670.00
5350343.00,4218.00,1.10,1860.00,895.00,70.00,805.00,50.00,0.00,25.00,1855.00,265.00,350.00,450.00,420.00,375.00
5350344.01,5186.00,1.06,2415.00,1080.00,70.00,1145.00,70.00,10.00,30.00,2415.00,315.00,440.00,640.00,470.00,550.00
5350344.02,3365.00,0.22,1230.00,570.00,55.00,565.00,20.00,0.00,10.00,1225.00,125.00,240.00,280.00,280.00,295.00
5350345.00,3938.00,0.79,1810.00,895.00,95.00,785.00,10.00,15.00,10.00,1810.00,145.00,355.00,535.00,375.00,405.00
5350346.01,4634.00,1.52,1980.00,790.00,105.00,1010.00,25.00,20.00,30.00,1980.00,195.00,330.00,555.00,470.00,425.00
5350346.02,5388.00,0.40,2585.00,885.00,70.00,1410.00,155.00,10.00,50.00,2585.00,400.00,460.00,645.00,490.00,590.00
5350347.00,2833.00,1.50,1420.00,650.00,50.00,670.00,45.00,10.00,0.00,1420.00,115.00,295.00,405.00,355.00,255.00
5350348.00,5601.00,2.32,2595.00,1370.00,145.00,945.00,55.00,40.00,35.00,2590.00,350.00,555.00,730.00,460.00,495.00
5350349.00,5720.00,0.88,2650.00,1145.00,105.00,1210.00,130.00,25.00,35.00,2650.00,305.00,605.00,610.00,510.00,620.00
5350350.00,5419.00,3.36,2290.00,1410.00,110.00,675.00,60.00,20.00,20.00,2290.00,315.00,640.00,590.00,330.00,410.00
5350351.01,5497.00,0.97,2360.00,1070.00,120.00,1090.00,45.00,10.00,25.00,2355.00,240.00,525.00,620.00,455.00,520.00
5350351.02,2756.00,0.57,1140.00,485.00,65.00,525.00,35.00,10.00,20.00,1140.00,160.00,250.00,275.00,225.00,235.00
5350352.00,5309.00,1.13,2375.00,1260.00,90.00,915.00,70.00,15.00,25.00,2375.00,300.00,470.00,700.00,470.00,435.00
5350353.02,5305.00,1.21,2270.00,1215.00,115.00,850.00,70.00,0.00,15.00,2270.00,305.00,510.00,605.00,380.00,465.00
5350353.03,3107.00,0.41,1430.00,605.00,75.00,715.00,30.00,0.00,10.00,1430.00,135.00,295.00,370.00,325.00,310.00
5350353.04,4509.00,0.63,1645.00,710.00,100.00,780.00,25.00,10.00,15.00,1640.00,230.00,300.00,405.00,290.00,415.00
5350354.00,5403.00,1.33,2475.00,1160.00,120.00,1065.00,85.00,25.00,20.00,2475.00,245.00,495.00,560.00,475.00,695.00
5350355.02,5214.00,1.11,2245.00,1045.00,95.00,1040.00,60.00,0.00,0.00,2250.00,230.00,535.00,555.00,395.00,530.00
5350355.04,5270.00,0.58,2220.00,935.00,95.00,1105.00,55.00,0.00,30.00,2225.00,205.00,410.00,520.00,420.00,670.00
5350355.05,3033.00,0.31,1210.00,445.00,60.00,665.00,25.00,0.00,10.00,1215.00,115.00,215.00,310.00,240.00,335.00
5350355.06,1643.00,0.19,515.00,200.00,20.00,290.00,0.00,0.00,0.00,515.00,25.00,85.00,140.00,90.00,175.00
5350356.00,4833.00,1.55,2125.00,1260.00,160.00,600.00,70.00,15.00,20.00,2120.00,300.00,535.00,505.00,300.00,480.00
5350357.01,7123.00,1.05,2260.00,1215.00,130.00,740.00,125.00,0.00,45.00,2260.00,300.00,625.00,550.00,265.00,525.00
5350357.02,4940.00,1.11,1630.00,770.00,50.00,705.00,90.00,0.00,10.00,1635.00,210.00,335.00,435.00,215.00,440.00
5350358.01,3397.00,1.11,1390.00,830.00,95.00,425.00,20.00,10.00,15.00,1390.00,115.00,360.00,320.00,255.00,345.00
5350358.02,4732.00,0.62,1910.00,925.00,140.00,765.00,55.00,0.00,20.00,1910.00,190.00,445.00,435.00,240.00,605.00
5350358.03,5598.00,1.10,2235.00,1120.00,100.00,935.00,50.00,10.00,10.00,2235.00,175.00,425.00,530.00,320.00,775.00
5350359.00,7558.00,2.24,2835.00,1395.00,175.00,1125.00,100.00,0.00,30.00,2835.00,320.00,650.00,625.00,460.00,790.00
5350360.00,6107.00,4.52,2680.00,1710.00,130.00,740.00,65.00,10.00,20.00,2680.00,215.00,575.00,665.00,465.00,760.00
5350361.01,5804.00,2.93,2570.00,1710.00,135.00,675.00,15.00,0.00,35.00,2570.00,310.00,690.00,520.00,380.00,675.00
5350361.02,7558.00,2.46,3600.00,2245.00,215.00,1000.00,95.00,0.00,35.00,3600.00,360.00,775.00,890.00,545.00,1030.00
5350362.01,6300.00,2.48,2825.00,1780.00,205.00,790.00,40.00,0.00,15.00,2825.00,310.00,665.00,645.00,470.00,730.00
5350362.02,5628.00,1.94,2615.00,1745.00,145.00,695.00,15.00,15.00,0.00,2615.00,275.00,675.00,670.00,315.00,680.00
5350362.03,6866.00,3.26,3110.00,2060.00,180.00,785.00,60.00,10.00,15.00,3105.00,350.00,785.00,780.00,360.00,830.00
5350362.04,5019.00,1.35,2185.00,1435.00,140.00,565.00,15.00,0.00,20.00,2180.00,200.00,510.00,585.00,350.00,540.00
5350363.02,3253.00,1.20,1450.00,880.00,115.00,420.00,25.00,0.00,10.00,1450.00,150.00,355.00,360.00,230.00,350.00
5350363.04,3668.00,1.13,1780.00,1050.00,145.00,555.00,10.00,0.00,20.00,1785.00,190.00,490.00,435.00,210.00,465.00
5350363.05,4538.00,0.50,1735.00,820.00,105.00,745.00,45.00,0.00,25.00,1730.00,145.00,315.00,410.00,320.00,545.00
5350363.06,7307.00,0.83,3470.00,1945.00,185.00,1105.00,205.00,0.00,35.00,3475.00,380.00,985.00,810.00,445.00,855.00
5350363.07,5338.00,2.28,1790.00,765.00,140.00,860.00,30.00,0.00,0.00,1790.00,155.00,395.00,500.00,250.00,495.00
5350364.01,5996.00,2.91,2485.00,1490.00,140.00,765.00,50.00,10.00,20.00,2485.00,280.00,590.00,635.00,340.00,650.00
5350364.02,3053.00,0.74,1385.00,800.00,85.00,470.00,20.00,0.00,10.00,1390.00,160.00,300.00,355.00,180.00,395.00
5350365.00,6497.00,1.57,2750.00,1580.00,200.00,905.00,40.00,0.00,20.00,2750.00,290.00,660.00,720.00,365.00,710.00
5350366.00,6136.00,1.44,2655.00,1340.00,175.00,975.00,120.00,10.00,30.00,2650.00,410.00,645.00,580.00,420.00,595.00
5350367.01,4710.00,0.71,1925.00,905.00,195.00,755.00,35.00,0.00,30.00,1920.00,270.00,520.00,450.00,250.00,430.00
5350367.02,3548.00,1.03,1605.00,925.00,85.00,520.00,45.00,20.00,10.00,1605.00,265.00,360.00,375.00,205.00,395.00
5350368.01,6843.00,0.89,3160.00,1480.00,115.00,1335.00,205.00,10.00,20.00,3160.00,380.00,700.00,745.00,475.00,860.00
5350368.02,4315.00,1.57,1560.00,915.00,65.00,505.00,45.00,0.00,30.00,1555.00,220.00,385.00,415.00,175.00,375.00
5350369.00,8094.00,2.47,2965.00,1695.00,205.00,925.00,115.00,10.00,15.00,2965.00,420.00,755.00,785.00,395.00,605.00
5350370.01,9977.00,1.77,4195.00,2080.00,260.00,1565.00,230.00,10.00,45.00,4195.00,585.00,1080.00,960.00,530.00,1025.00
5350370.02,5580.00,2.27,2635.00,1265.00,130.00,1110.00,100.00,20.00,15.00,2635.00,325.00,625.00,625.00,490.00,570.00
5350370.03,4137.00,0.86,1810.00,975.00,120.00,665.00,40.00,10.00,10.00,1810.00,195.00,495.00,470.00,275.00,380.00
5350371.00,7626.00,3.72,3245.00,2025.00,165.00,940.00,70.00,20.00,15.00,3240.00,365.00,840.00,915.00,580.00,535.00
5350372.00,4346.00,1.33,2070.00,1295.00,105.00,595.00,60.00,0.00,15.00,2070.00,325.00,625.00,485.00,270.00,370.00
5350373.00,4806.00,0.96,2105.00,1150.00,110.00,750.00,60.00,15.00,20.00,2110.00,280.00,565.00,550.00,325.00,385.00
5350374.01,4848.00,1.19,2115.00,1195.00,145.00,695.00,45.00,15.00,30.00,2120.00,210.00,620.00,560.00,270.00,460.00
5350374.02,3215.00,0.80,1330.00,775.00,70.00,455.00,25.00,10.00,0.00,1325.00,95.00,415.00,385.00,125.00,305.00
5350374.03,4184.00,0.81,1830.00,880.00,130.00,740.00,60.00,0.00,10.00,1825.00,190.00,525.00,465.00,225.00,430.00
5350375.01,6324.00,0.95,2240.00,1155.00,120.00,825.00,95.00,15.00,25.00,2240.00,235.00,590.00,550.00,365.00,500.00
5350375.02,1959.00,0.61,865.00,560.00,60.00,220.00,25.00,0.00,0.00,865.00,115.00,245.00,280.00,85.00,140.00
5350375.03,5318.00,0.81,2165.00,1115.00,105.00,860.00,50.00,0.00,35.00,2170.00,250.00,660.00,530.00,255.00,470.00
5350375.04,5300.00,0.92,2350.00,1325.00,190.00,775.00,25.00,0.00,30.00,2350.00,210.00,630.00,590.00,330.00,595.00
5350375.05,7208.00,1.13,3060.00,1850.00,160.00,960.00,65.00,10.00,15.00,3060.00,315.00,870.00,885.00,310.00,670.00
5350376.01,5094.00,1.05,1975.00,1115.00,150.00,665.00,15.00,10.00,20.00,1975.00,235.00,535.00,545.00,225.00,435.00
5350376.02,5176.00,0.85,2095.00,1185.00,170.00,650.00,50.00,15.00,15.00,2095.00,225.00,630.00,555.00,310.00,375.00
5350376.04,5460.00,1.19,1935.00,1260.00,115.00,495.00,60.00,0.00,0.00,1940.00,285.00,625.00,465.00,205.00,360.00
5350376.05,6860.00,1.29,2540.00,1580.00,385.00,470.00,60.00,10.00,35.00,2540.00,360.00,705.00,705.00,320.00,455.00
5350376.06,484.00,2.19,30.00,20.00,10.00,10.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,15.00
5350376.08,6157.00,0.88,2550.00,1440.00,230.00,795.00,65.00,15.00,0.00,2550.00,255.00,645.00,665.00,335.00,645.00
5350376.09,4638.00,0.80,1985.00,1225.00,230.00,455.00,60.00,10.00,10.00,1985.00,290.00,615.00,520.00,180.00,380.00
5350376.11,3416.00,0.47,1335.00,615.00,95.00,595.00,20.00,10.00,0.00,1340.00,100.00,355.00,325.00,185.00,370.00
5350376.12,5318.00,0.91,2110.00,1320.00,105.00,630.00,35.00,10.00,15.00,2110.00,275.00,560.00,545.00,265.00,465.00
5350376.13,3902.00,0.51,1405.00,845.00,110.00,390.00,50.00,0.00,0.00,1400.00,230.00,385.00,355.00,140.00,295.00
5350376.14,3763.00,0.74,1505.00,950.00,135.00,385.00,15.00,0.00,15.00,1500.00,140.00,520.00,355.00,155.00,325.00
5350376.15,3696.00,0.92,1290.00,805.00,105.00,340.00,20.00,0.00,10.00,1285.00,175.00,415.00,315.00,145.00,240.00
5350376.16,4226.00,0.27,1325.00,620.00,90.00,510.00,75.00,10.00,25.00,1325.00,175.00,420.00,330.00,135.00,265.00
5350377.01,8996.00,2.06,4055.00,2585.00,270.00,1050.00,95.00,25.00,35.00,4055.00,585.00,1170.00,1035.00,445.00,820.00
5350377.02,4405.00,1.91,1775.00,1175.00,115.00,415.00,50.00,10.00,10.00,1775.00,255.00,485.00,495.00,215.00,330.00
5350377.03,2815.00,0.65,1130.00,725.00,55.00,300.00,40.00,10.00,0.00,1130.00,180.00,250.00,265.00,175.00,255.00
5350377.04,5939.00,0.88,2500.00,1515.00,225.00,660.00,70.00,20.00,0.00,2500.00,295.00,690.00,700.00,280.00,525.00
5350377.06,3809.00,0.51,1425.00,875.00,210.00,310.00,10.00,0.00,20.00,1420.00,175.00,430.00,385.00,125.00,305.00
5350377.07,4857.00,0.76,1940.00,1160.00,160.00,535.00,50.00,20.00,10.00,1935.00,205.00,525.00,540.00,200.00,460.00
5350378.02,3257.00,1.06,1350.00,710.00,70.00,535.00,30.00,0.00,10.00,1350.00,150.00,365.00,290.00,180.00,360.00
5350378.03,7363.00,2.21,3530.00,2030.00,240.00,1110.00,100.00,10.00,40.00,3530.00,515.00,845.00,880.00,435.00,855.00
5350378.04,6148.00,1.28,2460.00,1415.00,190.00,765.00,80.00,10.00,0.00,2460.00,410.00,590.00,490.00,240.00,725.00
5350378.05,3907.00,0.73,1745.00,1030.00,100.00,585.00,20.00,0.00,0.00,1745.00,185.00,395.00,435.00,315.00,415.00
5350378.06,6063.00,1.79,2635.00,1455.00,160.00,905.00,75.00,10.00,25.00,2635.00,325.00,690.00,610.00,310.00,705.00
5350378.07,7099.00,2.80,2980.00,1665.00,210.00,985.00,105.00,0.00,10.00,2975.00,465.00,715.00,695.00,390.00,720.00
5350378.08,6263.00,0.89,2780.00,1690.00,220.00,785.00,60.00,10.00,20.00,2780.00,395.00,700.00,680.00,335.00,665.00
5350378.11,5693.00,0.96,2610.00,1420.00,195.00,910.00,50.00,0.00,30.00,2610.00,345.00,565.00,615.00,335.00,740.00
5350378.12,5181.00,0.78,2045.00,1045.00,215.00,730.00,45.00,10.00,10.00,2045.00,225.00,505.00,430.00,250.00,630.00
5350378.14,3892.00,0.93,1545.00,910.00,110.00,485.00,15.00,10.00,15.00,1545.00,215.00,485.00,310.00,175.00,365.00
5350378.16,6103.00,0.63,2740.00,1615.00,190.00,865.00,55.00,10.00,0.00,2740.00,335.00,590.00,725.00,340.00,750.00
5350378.17,3336.00,0.47,1460.00,775.00,110.00,555.00,0.00,10.00,10.00,1460.00,180.00,305.00,370.00,135.00,480.00
5350378.18,2765.00,0.09,920.00,595.00,110.00,200.00,15.00,0.00,0.00,915.00,130.00,320.00,210.00,100.00,150.00
5350378.19,5162.00,4.50,2285.00,1500.00,205.00,525.00,30.00,10.00,10.00,2280.00,285.00,640.00,580.00,245.00,540.00
5350378.2,2093.00,0.11,885.00,555.00,120.00,190.00,15.00,0.00,0.00,885.00,95.00,320.00,185.00,95.00,195.00
5350378.21,3948.00,0.70,1600.00,990.00,170.00,405.00,20.00,0.00,0.00,1595.00,180.00,475.00,415.00,130.00,395.00
5350378.22,3454.00,0.53,1395.00,845.00,160.00,335.00,40.00,10.00,10.00,1395.00,140.00,390.00,370.00,215.00,285.00
5350378.23,4095.00,1.53,1570.00,965.00,110.00,450.00,30.00,10.00,10.00,1570.00,215.00,440.00,420.00,160.00,330.00
5350378.24,6109.00,2.53,2295.00,1350.00,210.00,670.00,50.00,10.00,0.00,2295.00,310.00,610.00,565.00,285.00,530.00
5350378.25,7931.00,4.77,3745.00,2340.00,290.00,1070.00,20.00,10.00,10.00,3740.00,495.00,955.00,865.00,445.00,980.00
5350378.26,4761.00,1.63,2320.00,1670.00,180.00,450.00,10.00,10.00,10.00,2325.00,210.00,670.00,600.00,355.00,485.00
5350378.27,5806.00,20.00,2760.00,1700.00,175.00,850.00,20.00,0.00,20.00,2765.00,310.00,600.00,615.00,430.00,810.00
5350378.28,7175.00,2.22,3210.00,1940.00,245.00,965.00,30.00,0.00,25.00,3210.00,305.00,770.00,730.00,465.00,935.00
5350400.02,5911.00,1.67,2825.00,2135.00,180.00,425.00,45.00,10.00,25.00,2825.00,450.00,700.00,750.00,360.00,570.00
5350400.03,2961.00,0.80,1410.00,1075.00,75.00,220.00,30.00,0.00,10.00,1410.00,230.00,285.00,390.00,205.00,305.00
5350400.04,1961.00,3.29,845.00,620.00,45.00,130.00,35.00,0.00,15.00,845.00,170.00,215.00,225.00,85.00,140.00
5350400.06,3062.00,0.94,1415.00,1035.00,115.00,190.00,55.00,10.00,15.00,1415.00,220.00,405.00,365.00,175.00,255.00
5350400.07,3316.00,1.57,1470.00,1115.00,85.00,185.00,65.00,0.00,10.00,1475.00,315.00,360.00,395.00,120.00,280.00
5350400.08,2844.00,1.75,1140.00,850.00,60.00,140.00,65.00,20.00,10.00,1140.00,235.00,385.00,235.00,100.00,190.00
5350400.11,6259.00,1.67,2880.00,2025.00,305.00,495.00,50.00,0.00,10.00,2880.00,390.00,865.00,700.00,335.00,595.00
5350400.12,6829.00,1.73,3150.00,2385.00,190.00,455.00,85.00,10.00,25.00,3150.00,445.00,825.00,840.00,345.00,695.00
5350400.13,6678.00,1.28,2910.00,2140.00,235.00,460.00,65.00,0.00,10.00,2915.00,375.00,850.00,720.00,360.00,605.00
5350400.14,6116.00,1.05,2680.00,1820.00,305.00,490.00,45.00,0.00,15.00,2675.00,280.00,725.00,785.00,290.00,590.00
5350400.15,4629.00,2.14,2060.00,1620.00,155.00,170.00,60.00,25.00,30.00,2055.00,335.00,650.00,525.00,235.00,305.00
5350400.16,5388.00,2.22,2430.00,1910.00,150.00,315.00,25.00,0.00,25.00,2430.00,275.00,750.00,600.00,350.00,460.00
5350400.17,4679.00,0.60,2150.00,1415.00,220.00,450.00,35.00,10.00,20.00,2145.00,285.00,680.00,555.00,285.00,345.00
5350400.18,2507.00,0.30,1060.00,650.00,90.00,280.00,10.00,15.00,15.00,1060.00,110.00,260.00,285.00,120.00,285.00
5350400.19,10048.00,2.49,4660.00,3435.00,300.00,745.00,135.00,0.00,45.00,4660.00,410.00,1100.00,1410.00,645.00,1090.00
